ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,GenZ social media_7d_avg,GenZ social media_7d_avg_lower,GenZ social media_7d_avg_upper,GenZ social media_growth,GenZ social media_growth_lower,GenZ social media_growth_upper,GenZ social media_momentum,GenZ social media_momentum_lower,GenZ social media_momentum_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-09-02,0.09319045873941578,0.3760927994145397,0.544085776292588,0.09319045873941578,0.09319045873941578,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.36535790858958794,0.36535790858958794,0.36535790858958794,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.015233691606398194,0.015233691606398194,0.015233691606398194,0.0,0.0,0.0,0.4585483673290037
2025-09-03,0.09369174461811584,0.35425179566092735,0.5181385906223336,0.09369174461811584,0.09369174461811584,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3477059205385279,0.3477059205385279,0.3477059205385279,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.0024182964446618415,-0.0024182964446618415,-0.0024182964446618415,0.0,0.0,0.0,0.44139766515664375
2025-09-04,0.09419303049681589,0.3547807535957063,0.5198506577232374,0.09419303049681589,0.09419303049681589,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3411434569832144,0.3411434569832144,0.3411434569832144,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.008980759999975333,-0.008980759999975333,-0.008980759999975333,0.0,0.0,0.0,0.4353364874800303
2025-09-05,0.09469431637729678,0.3344254145623466,0.5037634780355298,0.09469431637729678,0.09469431637729678,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.32259873435148245,0.32259873435148245,0.32259873435148245,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.0275254826317073,-0.0275254826317073,-0.0275254826317073,0.0,0.0,0.0,0.4172930507287792
2025-09-06,0.09519560225777768,0.3260095127782535,0.4964379782118958,0.09519560225777768,0.09519560225777768,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3186152142451544,0.3186152142451544,0.3186152142451544,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.03150900273803534,-0.03150900273803534,-0.03150900273803534,0.0,0.0,0.0,0.41381081650293206
2025-09-07,0.09569688813825855,0.38666854270872225,0.5620712406662965,0.09569688813825855,0.09569688813825855,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3747982384787003,0.3747982384787003,0.3747982384787003,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.02467402149551056,0.02467402149551056,0.02467402149551056,0.0,0.0,0.0,0.47049512661695886
2025-09-08,0.09619817401808174,0.388310902606475,0.5656902156502207,0.09619817401808174,0.09619817401808174,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3806500456955282,0.3806500456955282,0.3806500456955282,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.030525828712338453,0.030525828712338453,0.030525828712338453,0.0,0.0,0.0,0.4768482197136099
2025-09-09,0.09669945989790493,0.3785902427726102,0.5434605922058691,0.09669945989790493,0.09669945989790493,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3653579085896969,0.3653579085896969,0.3653579085896969,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.015233691606507178,0.015233691606507178,0.015233691606507178,0.0,0.0,0.0,0.4620573684876018
2025-09-10,0.09720074577772814,0.36061637246646444,0.5333087242858826,0.09720074577772814,0.09720074577772814,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.34770592053853566,0.34770592053853566,0.34770592053853566,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.002418296444654103,-0.002418296444654103,-0.002418296444654103,0.0,0.0,0.0,0.4449066663162638
2025-09-11,0.0977020316622115,0.35362825349268906,0.5237307571691366,0.0977020316622115,0.0977020316622115,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3411434569832338,0.3411434569832338,0.3411434569832338,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.008980759999955953,-0.008980759999955953,-0.008980759999955953,0.0,0.0,0.0,0.43884548864544526
2025-09-12,0.09820331754669485,0.3319865934729336,0.515191135102448,0.09820331754669485,0.09820331754669485,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.322598734351588,0.322598734351588,0.322598734351588,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.027525482631601768,-0.027525482631601768,-0.027525482631601768,0.0,0.0,0.0,0.42080205189828285
2025-09-13,0.09870460342954027,0.3256951684572052,0.5092147281549719,0.09870460342954027,0.09870460342954027,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.31861521424515543,0.31861521424515543,0.31861521424515543,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.03150900273803428,-0.03150900273803428,-0.03150900273803428,0.0,0.0,0.0,0.4173198176746957
2025-09-14,0.09920588931238566,0.3919623779253643,0.5588188231612671,0.09920588931238566,0.09920588931238566,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3747982384787318,0.3747982384787318,0.3747982384787318,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.024674021495542063,0.024674021495542063,0.024674021495542063,0.0,0.0,0.0,0.47400412779111745
2025-09-15,0.09970717519523108,0.3962302988345068,0.5717997282071047,0.09970717519523108,0.09970717519523108,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.38065004569556943,0.38065004569556943,0.38065004569556943,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.03052582871237971,0.03052582871237971,0.03052582871237971,0.0,0.0,0.0,0.4803572208908005
2025-09-16,0.10020846107814647,0.37807802280393016,0.5516720479387073,0.10020846107814647,0.10020846107814647,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3653579085896709,0.3653579085896709,0.3653579085896709,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.01523369160648114,0.01523369160648114,0.01523369160648114,0.0,0.0,0.0,0.46556636966781734
2025-09-17,0.10070974696106187,0.36711606648827283,0.5396553002027413,0.10070974696106187,0.10070974696106187,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.347705920538502,0.347705920538502,0.347705920538502,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.0024182964446877245,-0.0024182964446877245,-0.0024182964446877245,0.0,0.0,0.0,0.4484156674995639
2025-09-18,0.10121103284397726,0.3493948324105546,0.5264134818972472,0.10121103284397726,0.10121103284397726,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3411434569832117,0.3411434569832117,0.3411434569832117,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.008980759999978034,-0.008980759999978034,-0.008980759999978034,0.0,0.0,0.0,0.44235448982718895
2025-09-19,0.10171231872536604,0.32666543499106215,0.5091180771410315,0.10171231872536604,0.10171231872536604,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.32259873435154784,0.32259873435154784,0.32259873435154784,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.027525482631641864,-0.027525482631641864,-0.027525482631641864,0.0,0.0,0.0,0.42431105307691386
2025-09-20,0.10221360460675483,0.3360691728644353,0.5058064582695734,0.10221360460675483,0.10221360460675483,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3186152142450619,0.3186152142450619,0.3186152142450619,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.031509002738127824,-0.031509002738127824,-0.031509002738127824,0.0,0.0,0.0,0.4208288188518167
2025-09-21,0.10271489048814363,0.3933031293061852,0.5592353013520042,0.10271489048814363,0.10271489048814363,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.37479823847876326,0.37479823847876326,0.37479823847876326,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.024674021495573566,0.024674021495573566,0.024674021495573566,0.0,0.0,0.0,0.4775131289669069
2025-09-22,0.10321619489159763,0.3927663740712745,0.5746780721263339,0.10321619489159763,0.10321619489159763,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3806500456955471,0.3806500456955471,0.3806500456955471,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.030525828712357407,0.030525828712357407,0.030525828712357407,0.0,0.0,0.0,0.4838662405871447
2025-09-23,0.10371749929505163,0.3878527589679026,0.5554207722261549,0.10371749929505163,0.10371749929505163,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.36535790858967787,0.36535790858967787,0.36535790858967787,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.01523369160648816,0.01523369160648816,0.01523369160648816,0.0,0.0,0.0,0.4690754078847295
2025-09-24,0.10421880369850563,0.3654992408930241,0.5390283310727156,0.10421880369850563,0.10421880369850563,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3477059205385511,0.3477059205385511,0.3477059205385511,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.0024182964446386314,-0.0024182964446386314,-0.0024182964446386314,0.0,0.0,0.0,0.4519247242370567
2025-09-25,0.10472010810921559,0.3614057807273133,0.5255422239739066,0.10472010810921559,0.10472010810921559,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3411434569831896,0.3411434569831896,0.3411434569831896,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.008980760000000119,-0.008980760000000119,-0.008980760000000119,0.0,0.0,0.0,0.4458635650924052
2025-09-26,0.10522141251992553,0.34082478139100025,0.508677515856795,0.10522141251992553,0.10522141251992553,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3225987343515745,0.3225987343515745,0.3225987343515745,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.027525482631615236,-0.027525482631615236,-0.027525482631615236,0.0,0.0,0.0,0.42782014687150005
2025-09-27,0.10572271693063548,0.339112837836251,0.5064383285700964,0.10572271693063548,0.10572271693063548,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3186152142450816,0.3186152142450816,0.3186152142450816,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.031509002738108124,-0.031509002738108124,-0.031509002738108124,0.0,0.0,0.0,0.42433793117571705
2025-09-28,0.10622402134315628,0.3948438805262475,0.5672642101821533,0.10622402134315628,0.10622402134315628,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.37479823847879457,0.37479823847879457,0.37479823847879457,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.024674021495604832,0.024674021495604832,0.024674021495604832,0.0,0.0,0.0,0.48102225982195085
2025-09-29,0.10672532575567706,0.4028374763766509,0.5744346425361512,0.10672532575567706,0.10672532575567706,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.38065004569556127,0.38065004569556127,0.38065004569556127,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.03052582871237154,0.03052582871237154,0.03052582871237154,0.0,0.0,0.0,0.4873753714512383
2025-09-30,0.10722663016819783,0.38128647282716327,0.5573196697815098,0.10722663016819783,0.10722663016819783,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3653579085896849,0.3653579085896849,0.3653579085896849,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.015233691606495174,0.015233691606495174,0.015233691606495174,0.0,0.0,0.0,0.47258453875788276
2025-10-01,0.10772793862139254,0.36434031082501994,0.5356065876453305,0.10772793862139254,0.10772793862139254,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.34770592053852667,0.34770592053852667,0.34770592053852667,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.00241829644466301,-0.00241829644466301,-0.00241829644466301,0.0,0.0,0.0,0.4554338591599192
2025-10-02,0.10822924707458724,0.3661886950383559,0.5415441354494304,0.10822924707458724,0.10822924707458724,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3411434569831675,0.3411434569831675,0.3411434569831675,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.008980760000022191,-0.008980760000022191,-0.008980760000022191,0.0,0.0,0.0,0.44937270405775476
2025-10-03,0.10873055552778194,0.34940828425452264,0.5196761090293229,0.10873055552778194,0.10873055552778194,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3225987343515344,0.3225987343515344,0.3225987343515344,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.027525482631655326,-0.027525482631655326,-0.027525482631655326,0.0,0.0,0.0,0.43132928987931635
2025-10-04,0.10923251444402013,0.3462702646787129,0.5128366289237812,0.10923251444402013,0.10923251444402013,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.31861521424511996,0.31861521424511996,0.31861521424511996,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.031509002738069766,-0.031509002738069766,-0.031509002738069766,0.0,0.0,0.0,0.4278477286891401
2025-10-05,0.1097344733602583,0.40182653018797276,0.5657986950708666,0.1097344733602583,0.1097344733602583,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3747982384788263,0.3747982384788263,0.3747982384788263,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.024674021495636574,0.024674021495636574,0.024674021495636574,0.0,0.0,0.0,0.48453271183908464
2025-10-06,0.11023643227649649,0.40147680690353965,0.5763400785479508,0.11023643227649649,0.11023643227649649,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3806500456956025,0.3806500456956025,0.3806500456956025,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.030525828712412786,0.030525828712412786,0.030525828712412786,0.0,0.0,0.0,0.490886477972099
2025-10-07,0.11073890079599553,0.3861447606521877,0.5593236463727843,0.11073890079599553,0.11073890079599553,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3653579085896258,0.3653579085896258,0.3653579085896258,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.015233691606436082,0.015233691606436082,0.015233691606436082,0.0,0.0,0.0,0.4760968093856213
2025-10-08,0.11124136931549458,0.38002416090389546,0.5448618034325234,0.11124136931549458,0.11124136931549458,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.34770592053853444,0.34770592053853444,0.34770592053853444,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.002418296444655274,-0.002418296444655274,-0.002418296444655274,0.0,0.0,0.0,0.458947289854029
2025-10-09,0.11174383783499363,0.36633497877185434,0.5423611621726285,0.11174383783499363,0.11174383783499363,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3411434569832151,0.3411434569832151,0.3411434569832151,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.00898075999997465,-0.00898075999997465,-0.00898075999997465,0.0,0.0,0.0,0.4528872948182087
2025-10-10,0.11224688479579702,0.34777793376180255,0.5185373130547898,0.11224688479579702,0.11224688479579702,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.32259873435152764,0.32259873435152764,0.32259873435152764,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.02752548263166206,-0.02752548263166206,-0.02752548263166206,0.0,0.0,0.0,0.43484561914732467
2025-10-11,0.11274993175660042,0.34749370422302217,0.5134360502666097,0.11274993175660042,0.11274993175660042,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.31861521424515826,0.31861521424515826,0.31861521424515826,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.03150900273803142,-0.03150900273803142,-0.03150900273803142,0.0,0.0,0.0,0.4313651460017587
2025-10-12,0.11325297871740381,0.4066360141042957,0.5720986833892299,0.11325297871740381,0.11325297871740381,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3747982384786844,0.3747982384786844,0.3747982384786844,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.02467402149549464,0.02467402149549464,0.02467402149549464,0.0,0.0,0.0,0.4880512171960882
2025-10-13,0.11375906815646808,0.41067128091486216,0.5838766938635338,0.11375906815646808,0.11375906815646808,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3806500456955984,0.3806500456955984,0.3806500456955984,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.030525828712408706,0.030525828712408706,0.030525828712408706,0.0,0.0,0.0,0.4944091138520665
2025-10-14,0.11426515759553234,0.39377649737272796,0.5636170177435221,0.11426515759553234,0.11426515759553234,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3653579085896328,0.3653579085896328,0.3653579085896328,0.35012421698318974,0.35012421698318974,0.35012421698318974,0.015233691606443098,0.015233691606443098,0.015233691606443098,0.0,0.0,0.0,0.47962306618516515
2025-10-15,0.11477124703459661,0.3776831160557345,0.5445700018685415,0.11477124703459661,0.11477124703459661,0.48637375935642996,0.48637375935642996,0.48637375935642996,-0.0010239878590236435,-0.0010239878590236435,-0.0010239878590236435,-0.13522555451421658,-0.13522555451421658,-0.13522555451421658,0.3477059205385008,0.3477059205385008,0.3477059205385008,0.35012421698318974,0.35012421698318974,0.35012421698318974,-0.0024182964446888954,-0.0024182964446888954,-0.0024182964446888954,0.0,0.0,0.0,0.4624771675730974
