ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,GenZ tech_7d_avg,GenZ tech_7d_avg_lower,GenZ tech_7d_avg_upper,GenZ tech_growth,GenZ tech_growth_lower,GenZ tech_growth_upper,GenZ tech_momentum,GenZ tech_momentum_lower,GenZ tech_momentum_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-09-02,0.01653405546859808,-0.10674022002134402,0.06247847527419687,0.01653405546859808,0.01653405546859808,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03685072404920726,-0.03685072404920726,-0.03685072404920726,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007372536003232641,-0.007372536003232641,-0.007372536003232641,0.0,0.0,0.0,-0.02031666858060918
2025-09-03,0.016457681027762114,-0.10875273826751124,0.056378384985842564,0.016457681027762114,0.016457681027762114,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04198937211143091,-0.04198937211143091,-0.04198937211143091,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012511184065456286,-0.012511184065456286,-0.012511184065456286,0.0,0.0,0.0,-0.025531691083668796
2025-09-04,0.01638130658692615,-0.1102154624115186,0.05990967821059909,0.01638130658692615,0.01638130658692615,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04348806804611037,-0.04348806804611037,-0.04348806804611037,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.01400988000013575,-0.01400988000013575,-0.01400988000013575,0.0,0.0,0.0,-0.027106761459184222
2025-09-05,0.016304932136302488,-0.0364774339110791,0.13282829267368235,0.016304932136302488,0.016304932136302488,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,0.0335856056234466,0.0335856056234466,0.0335856056234466,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,0.06306379366942122,0.06306379366942122,0.06306379366942122,0.0,0.0,0.0,0.04989053775974908
2025-09-06,0.016228557685678824,-0.11628223359550402,0.058896966736381486,0.016228557685678824,0.016228557685678824,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04163562273595432,-0.04163562273595432,-0.04163562273595432,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012157434689979705,-0.012157434689979705,-0.012157434689979705,0.0,0.0,0.0,-0.0254070650502755
2025-09-07,0.016152183235055163,-0.10292928118645073,0.060474591326085694,0.016152183235055163,0.016152183235055163,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.038732078337392825,-0.038732078337392825,-0.038732078337392825,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.009253890291418206,-0.009253890291418206,-0.009253890291418206,0.0,0.0,0.0,-0.022579895102337662
2025-09-08,0.01607580877790982,-0.10404299831136629,0.05855211221928917,0.01607580877790982,0.01607580877790982,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03723705666545567,-0.03723705666545567,-0.03723705666545567,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007758868619481047,-0.007758868619481047,-0.007758868619481047,0.0,0.0,0.0,-0.021161247887545847
2025-09-09,0.015999434320764474,-0.10526880319878348,0.05736600691804441,0.015999434320764474,0.015999434320764474,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03685072404900309,-0.03685072404900309,-0.03685072404900309,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007372536003028461,-0.007372536003028461,-0.007372536003028461,0.0,0.0,0.0,-0.020851289728238614
2025-09-10,0.01592305986361913,-0.10813776118859761,0.062109463746485315,0.01592305986361913,0.01592305986361913,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04198937211140337,-0.04198937211140337,-0.04198937211140337,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.01251118406542875,-0.01251118406542875,-0.01251118406542875,0.0,0.0,0.0,-0.02606631224778424
2025-09-11,0.01584668540495884,-0.10744715490919032,0.05507101682676061,0.01584668540495884,0.01584668540495884,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04348806804601486,-0.04348806804601486,-0.04348806804601486,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.014009880000040243,-0.014009880000040243,-0.014009880000040243,0.0,0.0,0.0,-0.027641382641056023
2025-09-12,0.01577031094629855,-0.03407381584357281,0.1366623325784171,0.01577031094629855,0.01577031094629855,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,0.033585605623447035,0.033585605623447035,0.033585605623447035,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,0.06306379366942166,0.06306379366942166,0.06306379366942166,0.0,0.0,0.0,0.049355916569745584
2025-09-13,0.015693936476379126,-0.11148375853897997,0.06021665544992883,0.015693936476379126,0.015693936476379126,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.041635622735912814,-0.041635622735912814,-0.041635622735912814,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012157434689938195,-0.012157434689938195,-0.012157434689938195,0.0,0.0,0.0,-0.025941686259533688
2025-09-14,0.015617562006459704,-0.10643489402913647,0.05962149300634803,0.015617562006459704,0.015617562006459704,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03873207833741995,-0.03873207833741995,-0.03873207833741995,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.009253890291445332,-0.009253890291445332,-0.009253890291445332,0.0,0.0,0.0,-0.023114516330960247
2025-09-15,0.015541187536540282,-0.10324556315234731,0.06627717226097589,0.015541187536540282,0.015541187536540282,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.037237056665499035,-0.037237056665499035,-0.037237056665499035,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007758868619524417,-0.007758868619524417,-0.007758868619524417,0.0,0.0,0.0,-0.021695869128958753
2025-09-16,0.015464813053798685,-0.1040740032078953,0.06398369727580852,0.015464813053798685,0.015464813053798685,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.036850724049057156,-0.036850724049057156,-0.036850724049057156,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007372536003082534,-0.007372536003082534,-0.007372536003082534,0.0,0.0,0.0,-0.02138591099525847
2025-09-17,0.01538843857105709,-0.11434516139052231,0.06314667206181196,0.01538843857105709,0.01538843857105709,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04198937211150281,-0.04198937211150281,-0.04198937211150281,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012511184065528194,-0.012511184065528194,-0.012511184065528194,0.0,0.0,0.0,-0.026600933540445723
2025-09-18,0.015312064088315496,-0.11101948771657388,0.05871147699650688,0.015312064088315496,0.015312064088315496,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04348806804599228,-0.04348806804599228,-0.04348806804599228,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.014009880000017658,-0.014009880000017658,-0.014009880000017658,0.0,0.0,0.0,-0.028176003957676783
2025-09-19,0.015235689600461498,-0.0377290624607619,0.1277421761847319,0.015235689600461498,0.015235689600461498,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,0.03358560562344475,0.03358560562344475,0.03358560562344475,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,0.06306379366941937,0.06306379366941937,0.06306379366941937,0.0,0.0,0.0,0.04882129522390625
2025-09-20,0.0151593151126075,-0.11022176421941389,0.05791614706056667,0.0151593151126075,0.0151593151126075,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04163562273579058,-0.04163562273579058,-0.04163562273579058,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012157434689815954,-0.012157434689815954,-0.012157434689815954,0.0,0.0,0.0,-0.02647630762318308
2025-09-21,0.015082940624753502,-0.10528951151438358,0.06448777401002288,0.015082940624753502,0.015082940624753502,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03873207833744709,-0.03873207833744709,-0.03873207833744709,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.009253890291472467,-0.009253890291472467,-0.009253890291472467,0.0,0.0,0.0,-0.023649137712693585
2025-09-22,0.015006566117906026,-0.10811398028099936,0.06412027658121089,0.015006566117906026,0.015006566117906026,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03723705666560054,-0.03723705666560054,-0.03723705666560054,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007758868619625915,-0.007758868619625915,-0.007758868619625915,0.0,0.0,0.0,-0.022230490547694513
2025-09-23,0.01493019161105855,-0.10540847515807708,0.06411074999782143,0.01493019161105855,0.01493019161105855,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03685072404895534,-0.03685072404895534,-0.03685072404895534,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007372536002980715,-0.007372536002980715,-0.007372536002980715,0.0,0.0,0.0,-0.02192053243789679
2025-09-24,0.014853817104211074,-0.10858795844927448,0.0543515119860645,0.014853817104211074,0.014853817104211074,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.041989372111348296,-0.041989372111348296,-0.041989372111348296,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012511184065373679,-0.012511184065373679,-0.012511184065373679,0.0,0.0,0.0,-0.02713555500713722
2025-09-25,0.014777431144102727,-0.11247620182262216,0.05702401011859646,0.014777431144102727,0.014777431144102727,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04348806804596969,-0.04348806804596969,-0.04348806804596969,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.014009879999995072,-0.014009879999995072,-0.014009879999995072,0.0,0.0,0.0,-0.028710636901866964
2025-09-26,0.014701045183994382,-0.03543591105515872,0.13082822311290768,0.014701045183994382,0.014701045183994382,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,0.03358560562345126,0.03358560562345126,0.03358560562345126,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,0.06306379366942588,0.06306379366942588,0.06306379366942588,0.0,0.0,0.0,0.04828665080744564
2025-09-27,0.014624659223886036,-0.1120238499584828,0.05547713110946413,0.014624659223886036,0.014624659223886036,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04163562273581404,-0.04163562273581404,-0.04163562273581404,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012157434689839416,-0.012157434689839416,-0.012157434689839416,0.0,0.0,0.0,-0.027010963511928002
2025-09-28,0.014548273268297735,-0.10343297373655988,0.06550359728366355,0.014548273268297735,0.014548273268297735,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03873207833735274,-0.03873207833735274,-0.03873207833735274,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.009253890291378115,-0.009253890291378115,-0.009253890291378115,0.0,0.0,0.0,-0.024183805069055004
2025-09-29,0.014471887312709432,-0.11145782952860385,0.06357149019264204,0.014471887312709432,0.014471887312709432,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03723705666539416,-0.03723705666539416,-0.03723705666539416,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.00775886861941954,-0.00775886861941954,-0.00775886861941954,0.0,0.0,0.0,-0.02276516935268473
2025-09-30,0.014395501357121128,-0.10846909941516993,0.0642669923764137,0.014395501357121128,0.014395501357121128,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03685072404885351,-0.03685072404885351,-0.03685072404885351,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007372536002878894,-0.007372536002878894,-0.007372536002878894,0.0,0.0,0.0,-0.022455222691732384
2025-10-01,0.014319115403472206,-0.10616987429744958,0.056555966033489266,0.014319115403472206,0.014319115403472206,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.0419893721114402,-0.0419893721114402,-0.0419893721114402,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012511184065465579,-0.012511184065465579,-0.012511184065465579,0.0,0.0,0.0,-0.027670256707967994
2025-10-02,0.014242729449823285,-0.10657744278548781,0.054081889029442484,0.014242729449823285,0.014242729449823285,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.043488068045947105,-0.043488068045947105,-0.043488068045947105,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.014009879999972484,-0.014009879999972484,-0.014009879999972484,0.0,0.0,0.0,-0.02924533859612382
2025-10-03,0.014166343496174363,-0.034854221619028715,0.1362477957738283,0.014166343496174363,0.014166343496174363,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,0.03358560562344896,0.03358560562344896,0.03358560562344896,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,0.06306379366942358,0.06306379366942358,0.06306379366942358,0.0,0.0,0.0,0.04775194911962332
2025-10-04,0.014089957554866637,-0.11404634558980457,0.048602830493085565,0.014089957554866637,0.014089957554866637,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04163562273590247,-0.04163562273590247,-0.04163562273590247,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012157434689927853,-0.012157434689927853,-0.012157434689927853,0.0,0.0,0.0,-0.02754566518103583
2025-10-05,0.014013571613558911,-0.11159515598383613,0.05898245065041297,0.014013571613558911,0.014013571613558911,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03873207833750135,-0.03873207833750135,-0.03873207833750135,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.009253890291526729,-0.009253890291526729,-0.009253890291526729,0.0,0.0,0.0,-0.02471850672394244
2025-10-06,0.013937185672251183,-0.10605889112538876,0.06113687191327575,0.013937185672251183,0.013937185672251183,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03723705666543753,-0.03723705666543753,-0.03723705666543753,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007758868619462912,-0.007758868619462912,-0.007758868619462912,0.0,0.0,0.0,-0.023299870993186346
2025-10-07,0.013860799743011392,-0.10718647386226521,0.05233784388769068,0.013860799743011392,0.013860799743011392,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03685072404906348,-0.03685072404906348,-0.03685072404906348,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007372536003088861,-0.007372536003088861,-0.007372536003088861,0.0,0.0,0.0,-0.022989924306052085
2025-10-08,0.013784413813771601,-0.10683349350068323,0.05488431711693753,0.013784413813771601,0.013784413813771601,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04198937211141266,-0.04198937211141266,-0.04198937211141266,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012511184065438044,-0.012511184065438044,-0.012511184065438044,0.0,0.0,0.0,-0.02820495829764106
2025-10-09,0.013708027884531812,-0.11592240141426752,0.049335062110655956,0.013708027884531812,0.013708027884531812,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.043488068046140325,-0.043488068046140325,-0.043488068046140325,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.014009880000165707,-0.014009880000165707,-0.014009880000165707,0.0,0.0,0.0,-0.029780040161608512
2025-10-10,0.013631641946313696,-0.0336781667267347,0.1301354639934704,0.013631641946313696,0.013631641946313696,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,0.03358560562345106,0.03358560562345106,0.03358560562345106,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,0.06306379366942567,0.06306379366942567,0.06306379366942567,0.0,0.0,0.0,0.04721724756976475
2025-10-11,0.013555256008095578,-0.10973826387213884,0.05510212154437802,0.013555256008095578,0.013555256008095578,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.04163562273599091,-0.04163562273599091,-0.04163562273599091,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.012157434690016289,-0.012157434690016289,-0.012157434690016289,0.0,0.0,0.0,-0.028080366727895333
2025-10-12,0.01347887006987746,-0.11175011402812897,0.05901852417282375,0.01347887006987746,0.01347887006987746,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.03873207833740988,-0.03873207833740988,-0.03873207833740988,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.00925389029143526,-0.00925389029143526,-0.00925389029143526,0.0,0.0,0.0,-0.02525320826753242
2025-10-13,0.013402484142134234,-0.10797715828954384,0.06299859512909232,0.013402484142134234,0.013402484142134234,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.0372370566653851,-0.0372370566653851,-0.0372370566653851,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007758868619410476,-0.007758868619410476,-0.007758868619410476,0.0,0.0,0.0,-0.023834572523250865
2025-10-14,0.013326098214391008,-0.10433409453115172,0.06225500324294338,0.013326098214391008,0.013326098214391008,-0.001807099524725968,-0.001807099524725968,-0.001807099524725968,0.0004911909135651357,0.0004911909135651357,0.0004911909135651357,-0.028162279434813788,-0.028162279434813788,-0.028162279434813788,-0.036850724048961656,-0.036850724048961656,-0.036850724048961656,-0.02947818804597462,-0.02947818804597462,-0.02947818804597462,-0.007372536002987034,-0.007372536002987034,-0.007372536002987034,0.0,0.0,0.0,-0.02352462583457065
