ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,GenZ fashion_7d_avg,GenZ fashion_7d_avg_lower,GenZ fashion_7d_avg_upper,GenZ fashion_growth,GenZ fashion_growth_lower,GenZ fashion_growth_upper,GenZ fashion_momentum,GenZ fashion_momentum_lower,GenZ fashion_momentum_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-09-02,0.09591795000488804,0.5203003795544344,0.6312158748543992,0.09591795000488804,0.09591795000488804,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.47875867703856334,0.47875867703856334,0.47875867703856334,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.003978056363427878,0.003978056363427878,0.003978056363427878,0.0,0.0,0.0,0.5746766270434513
2025-09-03,0.09617322500607545,0.523723677880815,0.634019868018539,0.09617322500607545,0.09617322500607545,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4804667300826188,0.4804667300826188,0.4804667300826188,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.00568610940748332,0.00568610940748332,0.00568610940748332,0.0,0.0,0.0,0.5766399550886943
2025-09-04,0.09642850000726287,0.5162227850449351,0.6306236684544134,0.09642850000726287,0.09642850000726287,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.474799730675151,0.474799730675151,0.474799730675151,0.4747806206751355,0.4747806206751355,0.4747806206751355,1.9110000015521572e-05,1.9110000015521572e-05,1.9110000015521572e-05,0.0,0.0,0.0,0.5712282306824139
2025-09-05,0.09668377500923281,0.5049790899202797,0.6184175345215261,0.09668377500923281,0.09668377500923281,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4644320484605759,0.4644320484605759,0.4644320484605759,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.010348572214559607,-0.010348572214559607,-0.010348572214559607,0.0,0.0,0.0,0.5611158234698087
2025-09-06,0.09693905001120273,0.48653064750833014,0.6044577022084467,0.09693905001120273,0.09693905001120273,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4482507811889151,0.4482507811889151,0.4482507811889151,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.026529839486220404,-0.026529839486220404,-0.026529839486220404,0.0,0.0,0.0,0.5451898312001178
2025-09-07,0.09719432501317267,0.5307439888704027,0.6382663212236644,0.09719432501317267,0.09719432501317267,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4873562767649948,0.4873562767649948,0.4873562767649948,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.012575656089859347,0.012575656089859347,0.012575656089859347,0.0,0.0,0.0,0.5845506017781675
2025-09-08,0.09744960001525851,0.5246881206411556,0.6440588376991875,0.09744960001525851,0.09744960001525851,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4894001005149996,0.4894001005149996,0.4894001005149996,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.014619479839864112,0.014619479839864112,0.014619479839864112,0.0,0.0,0.0,0.5868497005302581
2025-09-09,0.09770487501734436,0.5205560619250718,0.6329613174909604,0.09770487501734436,0.09770487501734436,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.47875867703863567,0.47875867703863567,0.47875867703863567,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.003978056363500201,0.003978056363500201,0.003978056363500201,0.0,0.0,0.0,0.57646355205598
2025-09-10,0.09796015001943022,0.5235585780945089,0.6331515735258781,0.09796015001943022,0.09796015001943022,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4804667300826342,0.4804667300826342,0.4804667300826342,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.005686109407498728,0.005686109407498728,0.005686109407498728,0.0,0.0,0.0,0.5784268801020644
2025-09-11,0.09821542502286723,0.5149972883435092,0.6264267264800242,0.09821542502286723,0.09821542502286723,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4747997306751665,0.4747997306751665,0.4747997306751665,0.4747806206751355,0.4747806206751355,0.4747806206751355,1.9110000030999642e-05,1.9110000030999642e-05,1.9110000030999642e-05,0.0,0.0,0.0,0.5730151556980337
2025-09-12,0.09847070002630424,0.5049999202820162,0.6193882496873658,0.09847070002630424,0.09847070002630424,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4644320484606638,0.4644320484606638,0.4644320484606638,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.010348572214471646,-0.010348572214471646,-0.010348572214471646,0.0,0.0,0.0,0.5629027484869681
2025-09-13,0.09872597503033205,0.492336901313665,0.6050571703056992,0.09872597503033205,0.09872597503033205,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4482507811889356,0.4482507811889356,0.4482507811889356,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.026529839486199927,-0.026529839486199927,-0.026529839486199927,0.0,0.0,0.0,0.5469767562192677
2025-09-14,0.09898125003435987,0.5305043774938769,0.6417860177021284,0.09898125003435987,0.09898125003435987,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.48735627676500937,0.48735627676500937,0.48735627676500937,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.01257565608987388,0.01257565608987388,0.01257565608987388,0.0,0.0,0.0,0.5863375267993692
2025-09-15,0.09923652503838767,0.5329112207403096,0.6444626198001832,0.09923652503838767,0.09923652503838767,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4894001005150355,0.4894001005150355,0.4894001005150355,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.01461947983990002,0.01461947983990002,0.01461947983990002,0.0,0.0,0.0,0.5886366255534232
2025-09-16,0.09949180004698518,0.5196624304852094,0.6362342658329742,0.09949180004698518,0.09949180004698518,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4787586770386171,0.4787586770386171,0.4787586770386171,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.003978056363481615,0.003978056363481615,0.003978056363481615,0.0,0.0,0.0,0.5782504770856023
2025-09-17,0.09974707505558268,0.5231235866294407,0.6347974285182547,0.09974707505558268,0.09974707505558268,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4804667300826074,0.4804667300826074,0.4804667300826074,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.005686109407471891,0.005686109407471891,0.005686109407471891,0.0,0.0,0.0,0.5802138051381901
2025-09-18,0.10000235006418019,0.5181580744254157,0.629966039929087,0.10000235006418019,0.10000235006418019,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.47479973067515097,0.47479973067515097,0.47479973067515097,0.4747806206751355,0.4747806206751355,0.4747806206751355,1.9110000015499888e-05,1.9110000015499888e-05,1.9110000015499888e-05,0.0,0.0,0.0,0.5748020807393311
2025-09-19,0.1002576250752588,0.5045823003326342,0.6211083142901637,0.1002576250752588,0.1002576250752588,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4644320484606375,0.4644320484606375,0.4644320484606375,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.010348572214497951,-0.010348572214497951,-0.010348572214497951,0.0,0.0,0.0,0.5646896735358963
2025-09-20,0.1005129000863374,0.4941318490008422,0.6066986795867599,0.1005129000863374,0.1005129000863374,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4482507811888743,0.4482507811888743,0.4482507811888743,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.026529839486261204,-0.026529839486261204,-0.026529839486261204,0.0,0.0,0.0,0.5487636812752117
2025-09-21,0.100768175097416,0.5339491124068637,0.6459429360520651,0.100768175097416,0.100768175097416,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4873562767650239,0.4873562767650239,0.4873562767650239,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.012575656089888414,0.012575656089888414,0.012575656089888414,0.0,0.0,0.0,0.5881244518624399
2025-09-22,0.1010235275259946,0.5336310309538672,0.6456656996796122,0.1010235275259946,0.1010235275259946,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4894001005149993,0.4894001005149993,0.4894001005149993,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.014619479839863826,0.014619479839863826,0.014619479839863826,0.0,0.0,0.0,0.5904236280409939
2025-09-23,0.1012788799545732,0.5249408131609553,0.632412582686345,0.1012788799545732,0.1012788799545732,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.47875867703864367,0.47875867703864367,0.47875867703864367,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.003978056363508175,0.003978056363508175,0.003978056363508175,0.0,0.0,0.0,0.5800375569932169
2025-09-24,0.10153423238315182,0.5255417503567897,0.6414817207270377,0.10153423238315182,0.10153423238315182,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.48046673008266505,0.48046673008266505,0.48046673008266505,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.0056861094075295465,0.0056861094075295465,0.0056861094075295465,0.0,0.0,0.0,0.5820009624658169
2025-09-25,0.10178971468564346,0.5233039975070343,0.6360438492954645,0.10178971468564346,0.10178971468564346,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4747997306751355,0.4747997306751355,0.4747997306751355,0.4747806206751355,0.4747806206751355,0.4747806206751355,1.91099999999984e-05,1.91099999999984e-05,1.91099999999984e-05,0.0,0.0,0.0,0.5765894453607789
2025-09-26,0.1020451969881351,0.5113679237058277,0.6202866836136111,0.1020451969881351,0.1020451969881351,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4644320484606384,0.4644320484606384,0.4644320484606384,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.0103485722144971,-0.0103485722144971,-0.0103485722144971,0.0,0.0,0.0,0.5664772454487735
2025-09-27,0.10230067929062674,0.49032050934523874,0.6075657859971353,0.10230067929062674,0.10230067929062674,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4482507811888883,0.4482507811888883,0.4482507811888883,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.02652983948624724,-0.02652983948624724,-0.02652983948624724,0.0,0.0,0.0,0.550551460479515
2025-09-28,0.10255995319094446,0.5332563502012646,0.6428467056584024,0.10255995319094446,0.10255995319094446,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.48735627676506377,0.48735627676506377,0.48735627676506377,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.012575656089928266,0.012575656089928266,0.012575656089928266,0.0,0.0,0.0,0.5899162299560082
2025-09-29,0.1028192270912622,0.5401895958384734,0.6480477889167454,0.1028192270912622,0.1028192270912622,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.48940010051504135,0.48940010051504135,0.48940010051504135,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.014619479839905842,0.014619479839905842,0.014619479839905842,0.0,0.0,0.0,0.5922193276063036
2025-09-30,0.10307850099157995,0.5271709562059487,0.6403531022153933,0.10307850099157995,0.10307850099157995,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4787586770386702,0.4787586770386702,0.4787586770386702,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.003978056363534732,0.003978056363534732,0.003978056363534732,0.0,0.0,0.0,0.5818371780302501
2025-10-01,0.10333905776146289,0.5288879311219739,0.6407308468410996,0.10333905776146289,0.10333905776146289,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4804667300826063,0.4804667300826063,0.4804667300826063,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.00568610940747081,0.00568610940747081,0.00568610940747081,0.0,0.0,0.0,0.5838057878440692
2025-10-02,0.10359961453134585,0.5218470357455727,0.6368434097960952,0.10359961453134585,0.10359961453134585,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.47479973067512,0.47479973067512,0.47479973067512,0.4747806206751355,0.4747806206751355,0.4747806206751355,1.9109999984498645e-05,1.9109999984498645e-05,1.9109999984498645e-05,0.0,0.0,0.0,0.5783993452064659
2025-10-03,0.10386017130122878,0.5129428263217903,0.624312363389655,0.10386017130122878,0.10386017130122878,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4644320484606121,0.4644320484606121,0.4644320484606121,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.010348572214523403,-0.010348572214523403,-0.010348572214523403,0.0,0.0,0.0,0.5682922197618409
2025-10-04,0.10412261465806825,0.4977701117663229,0.6104336564395624,0.10412261465806825,0.10412261465806825,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4482507811888957,0.4482507811888957,0.4482507811888957,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.026529839486239794,-0.026529839486239794,-0.026529839486239794,0.0,0.0,0.0,0.552373395846964
2025-10-05,0.10438505801490773,0.5356524395180094,0.6515720294110309,0.10438505801490773,0.10438505801490773,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.48735627676505294,0.48735627676505294,0.48735627676505294,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.01257565608991748,0.01257565608991748,0.01257565608991748,0.0,0.0,0.0,0.5917413347799607
2025-10-06,0.1046475013717472,0.5342738428102451,0.6494588933676557,0.1046475013717472,0.1046475013717472,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4894001005150772,0.4894001005150772,0.4894001005150772,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.014619479839941751,0.014619479839941751,0.014619479839941751,0.0,0.0,0.0,0.5940476018868244
2025-10-07,0.10491073597749973,0.5290483426288852,0.6391329210676062,0.10491073597749973,0.10491073597749973,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4787586770386065,0.4787586770386065,0.4787586770386065,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.003978056363471002,0.003978056363471002,0.003978056363471002,0.0,0.0,0.0,0.5836694130161062
2025-10-08,0.10517397058325224,0.5308408030901325,0.6453487741980064,0.10517397058325224,0.10517397058325224,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4804667300826217,0.4804667300826217,0.4804667300826217,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.005686109407486218,0.005686109407486218,0.005686109407486218,0.0,0.0,0.0,0.5856407006658739
2025-10-09,0.10543720518900475,0.5248982730266736,0.6400100348243137,0.10543720518900475,0.10543720518900475,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.474799730675151,0.474799730675151,0.474799730675151,0.4747806206751355,0.4747806206751355,0.4747806206751355,1.911000001552591e-05,1.911000001552591e-05,1.911000001552591e-05,0.0,0.0,0.0,0.5802369358641558
2025-10-10,0.10570173429475727,0.5122011363135323,0.6239060919858114,0.10570173429475727,0.10570173429475727,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4644320484605994,0.4644320484605994,0.4644320484605994,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.010348572214536129,-0.010348572214536129,-0.010348572214536129,0.0,0.0,0.0,0.5701337827553566
2025-10-11,0.10596626340050978,0.5017247690152717,0.6112098895403874,0.10596626340050978,0.10596626340050978,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.44825078118890316,0.44825078118890316,0.44825078118890316,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.026529839486232352,-0.026529839486232352,-0.026529839486232352,0.0,0.0,0.0,0.5542170445894129
2025-10-12,0.1062307925062623,0.5355590953277913,0.6477045821692291,0.1062307925062623,0.1062307925062623,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.48735627676498106,0.48735627676498106,0.48735627676498106,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.01257565608984555,0.01257565608984555,0.01257565608984555,0.0,0.0,0.0,0.5935870692712434
2025-10-13,0.10650247153592786,0.539645347500592,0.6557559174905402,0.10650247153592786,0.10650247153592786,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.48940010051508015,0.48940010051508015,0.48940010051508015,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.01461947983994466,0.01461947983994466,0.01461947983994466,0.0,0.0,0.0,0.595902572051008
2025-10-14,0.10677415056559342,0.5283540429351685,0.6410644538353458,0.10677415056559342,0.10677415056559342,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.47875867703863306,0.47875867703863306,0.47875867703863306,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.003978056363497558,0.003978056363497558,0.003978056363497558,0.0,0.0,0.0,0.5855328276042264
2025-10-15,0.10704582959525898,0.5330603315100957,0.6443919310202585,0.10704582959525898,0.10704582959525898,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4804667300825949,0.4804667300825949,0.4804667300825949,0.4747806206751355,0.4747806206751355,0.4747806206751355,0.00568610940745938,0.00568610940745938,0.00568610940745938,0.0,0.0,0.0,0.5875125596778539
2025-10-16,0.10732709374448975,0.5257125076137725,0.6346487802845727,0.10732709374448975,0.10732709374448975,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.4747997306751355,0.4747997306751355,0.4747997306751355,0.4747806206751355,0.4747806206751355,0.4747806206751355,1.9110000000025287e-05,1.9110000000025287e-05,1.9110000000025287e-05,0.0,0.0,0.0,0.5821268244196253
2025-10-17,0.10760835789372053,0.5157180246652696,0.6300769220875793,0.10760835789372053,0.10760835789372053,0.5171524021728153,0.5171524021728153,0.5171524021728153,0.0554584769832643,0.0554584769832643,0.0554584769832643,-0.09783025848094414,-0.09783025848094414,-0.09783025848094414,0.46443204846067376,0.46443204846067376,0.46443204846067376,0.4747806206751355,0.4747806206751355,0.4747806206751355,-0.010348572214461744,-0.010348572214461744,-0.010348572214461744,0.0,0.0,0.0,0.5720404063543942
